,Unnamed: 0,surface_x,surface_y,bh_x,bh_y,standardized_operator_name,true_vertical_depth,pad_id,frac_type,horizontal_midpoint_x,horizontal_midpoint_y,horizontal_toe_x,horizontal_toe_y
10354,10354,1275702.986,1083941.692,1270763.707,1086165.6409999998,1171,4667.692252000001,117204,Primary Frac,1273538.479,1084916.278,1270763.707,1086165.6409999998
10355,10355,1275740.477,1083305.975,1270377.389,1085314.995,1171,4593.291088,100934,Primary Frac,1274094.752,1083922.466,1271758.481,1084797.636
10356,10356,1255007.727,956032.9646,1261247.57,955505.0751,1102,4366.513288,110992,Primary Frac,1257774.087,955798.9311,1261247.57,955505.0751
10357,10357,1381734.637,1043868.596,1376350.638,1044707.641,1171,6014.030357,114908,Primary Frac,1379377.5580000002,1044235.925,1376350.638,1044707.641
10358,10358,1255001.726,955993.3584,1261151.664,954896.4055,1102,4282.979676,110992,Primary Frac,1257727.383,955507.1881,1261151.664,954896.4055
10359,10359,1368805.069,1030001.127,1373858.436,1029215.601,1171,5392.7165350000005,114159,Primary Frac,1371807.887,1029658.982,1373908.755,1029434.517
10360,10360,1368585.0480000002,1028048.658,1373555.72,1027276.177,1171,6426.083899,111965,Primary Frac,1370737.177,1027714.2,1373555.72,1027276.177
10361,10361,1256744.412,955688.8029,1250839.619,956387.0897,1102,4581.270778,110901,Primary Frac,1254144.385,955996.2759,1250839.619,956387.0897
10362,10362,1256754.011,955727.8619,1250929.74,957006.1761,1102,4564.573413,110901,Primary Frac,1254188.451,956290.9523,1250929.74,957006.1761
10363,10363,1331720.529,952609.865,1325076.546,953173.3642,1173,5323.818898,115806,Primary Frac,1327923.131,952538.7553,1325074.046,952800.3969
10364,10364,1386507.738,1042222.901,1381458.201,1043010.073,1171,5480.314961,114681,Primary Frac,1383564.914,1042543.87,1381429.492,1042771.235
10365,10365,1386924.478,1044892.96,1381870.936,1045678.053,1171,6835.706658,112406,Primary Frac,1384762.04,1045228.906,1381870.936,1045678.053
10366,10366,1386642.456,1043093.89,1381592.469,1043878.156,1171,5486.220472,115743,Primary Frac,1383628.553,1043430.981,1381551.5580000002,1043649.445
10367,10367,1386225.858,1040423.808,1381176.279,1041210.71,1171,6839.286638,103560,Primary Frac,1384057.814,1040761.666,1381176.279,1041210.71
10368,10368,1318461.833,1006745.628,1311432.442,1006574.906,1353,4556.102362,115843,Primary Frac,1314444.579,1005911.234,1311455.462,1006177.423
10369,10369,1306839.146,1022588.632,1313625.749,1021464.489,1353,4534.448819,116726,Primary Frac,1309998.27,1021745.163,1312950.333,1021455.507
10370,10370,1274538.435,1073473.846,1266330.251,1076540.045,1353,4687.007874,103861,Primary Frac,1269878.447,1074652.189,1266172.741,1076068.564
10371,10371,1273734.638,1073158.831,1279245.356,1069984.847,1353,4664.370079,103861,Primary Frac,1276868.654,1071264.368,1279411.627,1070300.458
10372,10372,1309659.754,1010454.809,1315393.31,1010434.579,1353,4822.834646,103260,Primary Frac,1312358.731,1010445.286,1315393.31,1010434.579
10373,10373,1304448.971,960414.8352,1309892.909,958835.0185,1059,4724.409449,101755,Primary Frac,1306865.055,959713.6939,1309892.909,958835.0185
10374,10374,1275758.273,1083159.77,1270227.1090000002,1085082.607,1171,4235.611564,100934,Primary Frac,1273340.951,1084000.121,1270227.1090000002,1085082.607
10375,10375,1303976.583,951697.5172,1298121.787,951539.2847,1059,4498.0314960000005,111999,Primary Frac,1300543.576,951120.1021,1298143.877,951205.4223
10376,10376,1308426.3,968151.2329,1300926.745,969671.7872,1059,5905.511811,113582,Primary Frac,1304966.924,968852.6303,1300926.745,969671.7872
10377,10377,1324763.703,947202.4321,1319035.864,947980.3726,1173,5196.850394,100980,Primary Frac,1321952.838,947432.6726,1320192.162,947613.9869
10378,10378,1302814.756,952362.2839,1311894.2659999998,950942.0772,1059,4921.259843,100874,Primary Frac,1307039.832,951701.4022,1311894.2659999998,950942.0772
10379,10379,1303102.876,1025996.901,1310166.524,1024711.252,1353,4534.448819,107172,Primary Frac,1306329.508,1025409.624,1310166.524,1024711.252
10380,10380,1296452.205,1047405.393,1301276.53,1045713.558,1353,4540.3543310000005,105684,Primary Frac,1298553.94,1046668.339,1301276.53,1045713.558
10381,10381,1365455.5680000002,1147935.168,1371496.376,1147197.287,1240,5216.535433,114245,Primary Frac,1368235.545,1147595.596,1371496.376,1147197.287
10382,10382,1333707.478,955949.6802,1325738.131,956755.6019,1173,5807.086614,112730,Primary Frac,1329859.564,956338.8108,1325738.131,956755.6019
10385,10385,1375579.515,1043913.421,1381375.9730000002,1043011.384,1171,6155.511811,108514,Primary Frac,1378115.623,1043518.755,1381375.9730000002,1043011.384
10386,10386,1301773.566,958114.2412,1309560.767,956658.0682,1059,5708.661417,111341,Primary Frac,1305354.088,957444.6989,1309560.767,956658.0682
10387,10387,1301765.629,958064.6184,1293938.307,959075.2342,1059,5708.661417,111341,Primary Frac,1298167.85,958529.1415,1293938.307,959075.2342
10393,10393,1555313.085,1432910.233,1554013.761,1431230.758,1295,3048.228346,112625,Primary Frac,1554453.116,1431733.873,1554059.81,1431195.0180000002
10394,10394,1557233.079,1427232.551,1557105.618,1429829.8369999998,1295,3089.566929,113666,Primary Frac,1557335.862,1428972.992,1557034.2780000002,1429823.3280000002
10395,10395,1469464.636,1390654.208,1467695.4730000002,1391111.65,1350,8886.811023999999,112242,Primary Frac,1468281.144,1390910.9330000002,1467591.721,1391084.582
10399,10399,1512693.115,1447670.009,1508464.2130000002,1448271.791,1108,8083.661417,107846,Primary Frac,1510103.363,1448008.4009999998,1508451.792,1448153.106
10400,10400,1465501.352,1394040.756,1470013.083,1393300.4319999998,1350,8777.559055,114359,Primary Frac,1468165.191,1393716.4019999998,1470043.179,1393550.388
10401,10401,1465937.1430000002,1396584.665,1461337.833,1397598.054,1350,8707.677165000001,111393,Primary Frac,1463262.658,1397052.497,1461292.759,1397342.21
10402,10402,1478110.221,1398748.748,1471975.937,1400007.6069999998,1350,8782.480315,106534,Primary Frac,1474807.9009999998,1399339.53,1472139.1830000002,1399830.0480000002
10403,10403,1532118.394,1463935.831,1527281.9130000002,1464921.764,1157,7953.740156999999,112245,Primary Frac,1530361.622,1464122.1069999998,1529062.24,1464182.947
10404,10404,1593288.05,1392312.043,1594373.042,1390287.8280000002,1295,3509.84252,103804,Primary Frac,1594281.986,1390680.773,1594480.549,1390352.4730000002
10406,10406,1598627.6730000002,1392503.8380000002,1597461.8080000002,1389750.329,1295,3536.417323,105294,Primary Frac,1597798.686,1390187.176,1597614.694,1389692.841
10407,10407,1521012.856,1539605.25,1517062.065,1540323.8169999998,1157,7513.779528,102632,Primary Frac,1518702.194,1539890.614,1517029.831,1540107.4130000002
10408,10408,1493183.804,1498401.604,1496935.935,1497709.494,1108,7669.291339,104705,Primary Frac,1495465.674,1498079.64,1496967.634,1497916.5
10409,10409,1572248.063,1470962.551,1572923.0980000002,1470827.228,1345,3018.700787,103188,Primary Frac,1571812.1609999998,1471049.935,1571834.295,1471045.498
10410,10410,1599165.806,1392454.752,1597672.063,1389749.517,1295,3365.15748,103859,Primary Frac,1598349.809,1390646.681,1597826.509,1389673.965
10412,10412,1594965.57,1396078.0669999998,1598560.05,1395229.765,1295,3472.4409450000003,110814,Primary Frac,1597426.958,1395643.079,1598557.916,1395486.26
10413,10413,1552436.4119999998,1436349.158,1553208.006,1438358.998,1295,3094.488189,101860,Primary Frac,1552914.0969999998,1437826.667,1553079.115,1438407.063
10416,10416,1077049.405,1493686.096,1081261.739,1491763.633,1053,9175.19685,112736,Primary Frac,1079476.355,1492598.7869999998,1081260.629,1491760.892
10417,10417,1074517.443,1490217.1090000002,1069285.767,1492485.397,1053,9167.322835,117720,Primary Frac,1071577.969,1491453.574,1069281.618,1492483.762
10419,10419,1055688.137,1497708.993,1059725.879,1495868.303,1053,9153.543307,115730,Primary Frac,1058013.4740000002,1496541.586,1059725.607,1495869.323
10420,10420,1082862.764,1480502.197,1086816.111,1478882.6069999998,1053,9257.874016,116230,Primary Frac,1085262.993,1479629.806,1086857.177,1478860.498
10421,10421,1059193.656,1505754.419,1063432.89,1503951.563,1053,8985.23622,116571,Primary Frac,1061619.318,1504646.159,1063434.29,1503951.159
10422,10422,1076570.692,1505837.47,1080533.679,1504036.79,1053,8905.511811,105475,Primary Frac,1078922.057,1504803.646,1080533.436,1504036.336
10423,10423,1088319.554,1495456.405,1084135.648,1497327.331,1053,9028.543307,104478,Primary Frac,1085940.168,1496508.398,1084135.369,1497328.21
10424,10424,1075326.713,1489739.368,1079543.366,1487819.845,1053,9227.362205,113279,Primary Frac,1077754.496,1488634.164,1079545.453,1487820.8169999998
10425,10425,1057417.844,1488445.659,1061402.192,1486681.189,1053,9131.889764,115352,Primary Frac,1059643.817,1487418.05,1061385.332,1486642.566
10426,10426,1039139.12,1538498.513,1042489.787,1536461.755,1047,8868.110236,110481,Primary Frac,1040858.284,1537076.0469999998,1042489.684,1536463.502
10427,10427,1075269.806,1491945.866,1070065.875,1494269.628,1053,9062.992126,100395,Primary Frac,1072355.4109999998,1493267.706,1070066.357,1494270.18
10428,10428,1147025.014,1432241.7230000002,1142828.19,1434136.988,1053,9074.80315,117941,Primary Frac,1144624.75,1433347.4319999998,1142825.225,1434136.007
10429,10429,1086056.588,1423833.756,1089017.593,1422626.611,1028,7851.377953,107915,Primary Frac,1087792.476,1423122.382,1089048.302,1422610.007
10430,10430,1067272.302,1486832.483,1063047.438,1488725.063,1053,9123.031496,116392,Primary Frac,1064784.533,1487973.373,1063046.377,1488725.9730000002
10431,10431,1089063.4109999998,1497264.46,1084912.408,1499133.281,1053,8939.96063,117124,Primary Frac,1086749.088,1498344.049,1084912.966,1499133.59
10432,10432,1058312.375,1503255.812,1063875.656,1500656.365,1053,9022.637795,109368,Primary Frac,1061371.553,1501936.82,1063878.412,1500658.031
10433,10433,1072365.168,1485280.674,1068378.671,1487054.645,1053,9167.322835,112858,Primary Frac,1070016.247,1486334.544,1068379.879,1487056.083
10434,10434,1010383.197,1490129.029,1006522.066,1491924.5,1053,7665.354331,107506,Primary Frac,1008099.974,1491232.303,1006524.555,1491926.8590000002
10435,10435,1142477.583,1434336.167,1138166.809,1436344.804,1053,9103.346457,102176,Primary Frac,1139796.412,1435526.2869999998,1138166.289,1436343.685
10436,10436,1113902.898,1471179.5669999998,1117898.194,1469277.8080000002,1018,9081.692913,116816,Primary Frac,1116105.673,1470042.899,1117895.708,1469278.823
10437,10437,1141657.076,1432537.319,1137457.7,1434439.397,1053,9143.700787,107114,Primary Frac,1139203.851,1433612.106,1137458.6090000002,1434440.802
10438,10438,1085147.278,1488187.2230000002,1080934.777,1490065.119,1053,9231.299213,106600,Primary Frac,1082735.668,1489226.504,1080937.508,1490064.469
10439,10439,1121671.51,1477517.9419999998,1117249.105,1479488.5880000002,1018,9113.188976,111554,Primary Frac,1119219.264,1478605.977,1117249.77,1479488.624
10440,10440,1080093.973,1489755.001,1075930.645,1491772.921,1053,9194.88189,110249,Primary Frac,1077606.24,1490947.303,1075929.162,1491770.945
10441,10441,1064554.187,1493902.61,1060326.133,1495796.7119999998,1053,9059.055118,116846,Primary Frac,1062093.206,1495008.7340000002,1060327.004,1495796.301
10442,10442,1115412.696,1501516.492,1121368.002,1498680.122,1018,8914.370079,103714,Primary Frac,1118880.933,1500180.301,1121581.935,1498643.628
10443,10443,1101962.118,1510949.79,1105946.886,1509214.33,1053,8968.503937000001,113880,Primary Frac,1104272.662,1509930.841,1105947.879,1509212.819
10444,10444,1058513.689,1530087.285,1062275.451,1528168.9519999998,1213,8793.307087000001,102859,Primary Frac,1060651.99,1529041.654,1062249.093,1528237.376
10446,10446,1086980.23,1492441.62,1082815.613,1494340.416,1053,9110.23622,102238,Primary Frac,1084622.371,1493537.524,1082814.983,1494341.769
10447,10447,1060796.672,1498511.5890000002,1056750.335,1500388.685,1053,9076.771654,104415,Primary Frac,1058352.184,1499604.53,1056748.648,1500387.383
10448,10448,1091907.301,1487279.543,1095813.831,1485534.843,1053,9081.692913,105095,Primary Frac,1094248.197,1486223.699,1095812.595,1485536.9819999998
10449,10449,1056338.19,1486187.709,1060420.079,1484388.415,1053,9190.944882,102677,Primary Frac,1058688.884,1485173.106,1060423.57,1484386.4230000002
10450,10450,1092628.229,1503535.687,1096913.314,1501631.4219999998,1053,8995.07874,113511,Primary Frac,1095025.625,1502461.6090000002,1096923.613,1501656.022
10451,10451,1005697.725,1492111.8909999998,1001707.163,1493749.389,1053,7620.078740000001,116904,Primary Frac,1003284.578,1493027.043,1001707.867,1493749.215
10455,10455,1025203.895,1523397.225,1021229.187,1525212.461,1053,7228.346457,110143,Primary Frac,1022859.372,1524458.36,1021229.767,1525211.1719999998
10456,10456,1068533.331,1489204.2769999998,1064211.201,1491110.196,1053,9115.15748,117511,Primary Frac,1065990.105,1490376.1609999998,1064211.105,1491112.481
10457,10457,1082535.373,1494805.6530000002,1077729.486,1496972.185,1053,9062.992126,100620,Primary Frac,1079862.05,1496007.8,1077731.247,1496971.926
10458,10458,1096897.298,1461784.468,1092697.519,1463744.62,1018,9943.897638,110278,Primary Frac,1094562.365,1462948.85,1092698.061,1463744.744
10459,10459,1087045.196,1489819.136,1090996.71,1488057.138,1018,9147.637795,110231,Primary Frac,1089277.558,1488839.167,1090993.835,1488056.771
10461,10461,1064701.978,1514185.431,1058841.854,1517299.9130000002,1213,8837.598425,106459,Primary Frac,1061552.429,1515847.904,1058842.242,1517300.2969999998
10462,10462,1142826.07,1440687.604,1149558.626,1437603.281,1053,9093.503937,112429,Primary Frac,1146549.711,1438998.791,1149557.794,1437605.26
10463,10463,1067264.868,1485168.341,1071039.788,1483385.688,1018,9225.393701,106888,Primary Frac,1069427.208,1484206.2969999998,1071038.937,1483385.639
10465,10465,1133468.093,1479173.352,1129062.176,1481131.9109999998,1018,9121.062992,117535,Primary Frac,1130953.305,1480300.65,1129060.869,1481132.678
10466,10466,1009465.886,1492775.696,1016310.229,1489649.126,1053,7722.440945,102564,Primary Frac,1013251.486,1491045.882,1016312.362,1489646.743
10467,10467,1008299.469,1490371.023,1015223.995,1487237.949,1053,7836.614173000001,100011,Primary Frac,1012043.125,1488629.97,1015220.496,1487237.956
10468,10468,1035607.803,1518651.5269999998,1042405.205,1515584.407,1053,7141.732282999999,108864,Primary Frac,1039291.602,1516982.275,1042405.218,1515582.971
10469,10469,998628.7819,1483489.076,991409.0106,1486822.08,1053,7798.228345999999,106183,Primary Frac,994709.9349,1485370.191,991443.5009,1486898.205
10470,10470,1036956.608,1521713.59,1043739.901,1518607.221,1053,7010.826771999999,115330,Primary Frac,1040782.011,1519939.5380000002,1043740.639,1518607.062
10471,10471,1128583.508,1522548.814,1129094.727,1526455.9,1100,8757.874016,112000,Primary Frac,1128885.35,1524814.251,1129095.601,1526452.7969999998
10472,10472,1122461.3909999998,1472750.685,1115464.928,1475965.667,1018,9123.031496,111676,Primary Frac,1118693.402,1474405.014,1115464.1409999998,1475965.546
10473,10473,1119395.063,1496050.887,1124374.595,1495434.144,1018,9081.692913,113739,Primary Frac,1122123.611,1495745.4840000002,1124375.935,1495435.395
10474,10474,1008461.904,1537848.592,1016534.463,1536588.1930000002,1053,7020.669290999999,100761,Primary Frac,1012905.541,1537147.2659999998,1016521.439,1536515.137
10475,10475,1088262.051,1493118.6409999998,1092614.755,1490776.624,1018,9090.551181,111645,Primary Frac,1090624.816,1491606.846,1092613.192,1490777.168
10476,10476,1096208.914,1472110.534,1100784.233,1469948.62,1018,9305.11811,111785,Primary Frac,1098938.084,1470870.9219999998,1100784.434,1469949.975
10477,10477,1077428.861,1502713.291,1084458.539,1499507.9130000002,1053,8949.80315,111701,Primary Frac,1081382.504,1500915.636,1084457.118,1499508.594
10478,10478,1087537.683,1491536.98,1092061.93,1489471.79,1018,9152.559055,114601,Primary Frac,1090245.069,1490472.221,1092061.528,1489471.244
10480,10480,1095580.105,1471699.071,1091136.644,1473855.1719999998,1018,9313.976378,112622,Primary Frac,1092940.462,1472889.405,1091134.275,1473855.644
10481,10481,1097790.462,1488769.892,1102151.351,1486741.874,1018,9158.464567,106039,Primary Frac,1100363.143,1487585.115,1102152.973,1486744.306
10482,10482,1086451.79,1489156.428,1091065.824,1487142.698,1018,9200.787402,100536,Primary Frac,1089075.153,1487988.448,1091066.14,1487142.1630000002
10483,10483,1094682.405,1469822.4640000002,1090139.996,1471916.086,1018,9302.165354,108690,Primary Frac,1092136.549,1470978.6930000002,1090123.187,1471966.939
10484,10484,1094212.945,1468815.211,1089522.555,1469772.461,1018,9308.070866,112462,Primary Frac,1091566.443,1469925.979,1089655.904,1470883.929
10485,10485,1095694.455,1470988.142,1100284.166,1468846.011,1018,9282.480315,113385,Primary Frac,1098371.702,1469775.279,1100283.175,1468844.441
10486,10486,1036127.919,1519866.376,1042902.667,1516752.365,1053,7029.527559,106912,Primary Frac,1039925.945,1518192.2,1042900.496,1516752.81
10487,10487,1153916.6090000002,1516948.825,1158877.382,1516328.0180000002,1018,8730.314961,105856,Primary Frac,1156720.014,1516616.947,1158879.028,1516327.581
10488,10488,1130778.342,1484994.48,1135305.648,1482924.0669999998,1018,9179.133858,101112,Primary Frac,1133307.028,1483808.012,1135303.358,1482923.094
10489,10489,1130353.554,1483971.5869999998,1134878.271,1481974.017,1018,9180.11811,113585,Primary Frac,1133044.457,1482753.117,1134879.241,1481973.075
10490,10490,1129980.409,1483081.498,1134512.783,1481151.905,1018,9172.244094,109093,Primary Frac,1132641.96,1481961.4130000002,1134515.579,1481150.44
10491,10491,1129577.64,1482124.0480000002,1134055.385,1480065.424,1018,9152.559055,106931,Primary Frac,1132235.47,1480887.832,1134034.571,1480067.045
10492,10492,1094761.691,1468944.364,1099354.067,1466817.802,1018,9289.370079,115653,Primary Frac,1097530.447,1467757.135,1099354.7340000002,1466817.233
10493,10493,1094402.107,1468154.784,1098987.825,1466054.595,1018,9312.992126,106106,Primary Frac,1097053.177,1467029.023,1098988.2,1466055.167
10494,10494,1095305.199,1470131.1730000002,1099860.125,1467979.208,1018,9278.543307,104983,Primary Frac,1097928.662,1468881.216,1099860.575,1467978.1609999998
10495,10495,1007898.812,1482491.081,1014635.902,1479403.428,1053,7758.858268000001,102830,Primary Frac,1011622.569,1480831.19,1014637.684,1479402.4619999998
10496,10496,1153512.183,1517000.886,1148536.032,1517793.873,1018,7824.80315,114176,Primary Frac,1150671.118,1517368.74,1148536.542,1517792.325
10497,10497,1068889.958,1517066.139,1062914.806,1519690.052,1213,8804.133858,109188,Primary Frac,1065600.064,1518526.167,1062916.445,1519688.032
10498,10498,1110613.4,1478350.207,1115236.324,1475965.931,1018,9180.11811,101726,Primary Frac,1113182.98,1477035.968,1115237.259,1475966.556
10499,10499,1005923.465,1503891.988,1010532.952,1501831.7230000002,1091,7628.937008,104609,Primary Frac,1008555.422,1502697.1919999998,1010531.576,1501831.517
10500,10500,998895.1542,1484072.565,991676.9451,1487436.987,1053,8632.874016,102572,Primary Frac,994885.0809,1485882.033,991677.2402,1487438.025
10501,10501,1110943.524,1479115.951,1115662.963,1476957.5869999998,1018,9174.212598,109361,Primary Frac,1113662.065,1477847.556,1115664.726,1476957.309
10502,10502,1112212.554,1482067.916,1116836.662,1479758.364,1018,9178.149606,106579,Primary Frac,1114796.2,1480748.385,1116833.991,1479758.7859999998
10503,10503,1111352.875,1480069.737,1116024.7,1477824.84,1018,9173.228346,109758,Primary Frac,1114162.572,1478751.936,1116023.078,1477825.123
10504,10504,1111725.966,1480938.3590000002,1116432.913,1478838.3930000002,1018,9149.606299,104560,Primary Frac,1114354.987,1479765.105,1116432.181,1478838.7969999998
10505,10505,1023199.752,1478437.5480000002,1027774.373,1476405.95,1091,7746.062992,108733,Primary Frac,1025782.206,1477276.6409999998,1027776.518,1476404.816
10506,10506,1091975.523,1475065.4109999998,1086830.873,1477395.1409999998,1018,9308.070866,101405,Primary Frac,1089189.774,1476390.083,1086831.294,1477396.5480000002
10507,10507,1092618.351,1476493.753,1087494.85,1478795.025,1018,9300.19685,109002,Primary Frac,1089513.487,1477697.066,1087497.127,1478794.105
10508,10508,1093110.47,1477591.636,1088018.666,1480016.8069999998,1018,9231.299213,110943,Primary Frac,1090183.282,1478902.7219999998,1088018.296,1480017.4019999998
10509,10509,1093369.061,1478171.517,1088248.779,1480447.3490000002,1018,9078.740157,107497,Primary Frac,1090456.144,1479457.025,1088248.149,1480448.245
10510,10510,1093719.665,1478950.008,1088609.585,1481309.2130000002,1018,9234.251969,114216,Primary Frac,1090886.05,1480306.697,1088609.24,1481307.868
10511,10511,1007813.902,1508932.742,1002411.807,1511391.165,1091,7518.700787000001,109651,Primary Frac,1004847.446,1510272.123,1002412.549,1511390.07
10512,10512,1035898.866,1519245.895,1042644.959,1516180.917,1053,9056.102362,104053,Primary Frac,1039726.221,1517542.636,1042646.603,1516180.757
10513,10513,1008635.588,1535163.164,1016499.66,1533957.2140000002,1053,7018.700787000001,103431,Primary Frac,1012866.909,1534508.191,1016498.794,1533962.707
10514,10514,1007422.878,1481444.291,1014131.891,1478342.592,1053,7874.015748000001,101284,Primary Frac,1011178.238,1479765.9319999998,1014128.871,1478343.755
10515,10515,1119293.197,1495241.03,1124123.049,1494655.655,1018,8941.929134,109015,Primary Frac,1122172.091,1494961.938,1124125.971,1494655.905
10516,10516,1119201.023,1494511.299,1124170.875,1493858.677,1018,9057.086614,116330,Primary Frac,1122165.111,1494170.235,1124173.119,1493858.2319999998
10517,10517,1008630.965,1535135.545,1000760.259,1536279.44,1053,7672.244094,103431,Primary Frac,1004254.362,1535788.785,1000757.03,1536279.535
10518,10518,1118857.908,1491811.3369999998,1123859.476,1491282.707,1018,9094.488189,114432,Primary Frac,1121642.868,1491479.206,1123856.561,1491283.4219999998
10519,10519,1007660.586,1481966.155,1014288.259,1478707.593,1053,8611.220471999999,113819,Primary Frac,1011368.087,1480255.306,1014375.214,1478890.43
10520,10520,1038621.917,1520754.494,1043510.43,1518070.118,1053,7022.637795000001,109468,Primary Frac,1042516.537,1519126.665,1045449.138,1517746.332
10521,10521,1036673.194,1521054.9330000002,1043413.98,1518135.421,1053,9008.858268,100216,Primary Frac,1040457.118,1519505.197,1043413.152,1518136.255
10522,10522,1014601.246,1492590.886,1021960.967,1489214.9430000002,1344,7731.299212999999,105400,Primary Frac,1018588.929,1490779.611,1021960.605,1489215.063
10523,10523,1014434.971,1504515.37,1007540.231,1507644.176,1091,7582.677165000001,106240,Primary Frac,1010700.567,1506181.644,1007541.375,1507644.42
10524,10524,1096190.68,1484962.562,1100525.328,1482775.87,1018,9265.748031,102461,Primary Frac,1098848.837,1483842.032,1100719.747,1482740.874
10525,10525,1096655.892,1486074.205,1101267.659,1483979.657,1018,9165.354331,114327,Primary Frac,1099281.255,1484833.242,1101265.802,1483980.531
10526,10526,1138846.646,1503182.467,1131207.827,1504175.936,1253,6882.874016,108117,Primary Frac,1134602.739,1503707.707,1131204.321,1504142.353
10527,10527,1006994.033,1482171.285,1000071.55,1485362.999,1344,7836.614173000001,102119,Primary Frac,1003222.617,1483944.915,1000071.512,1485364.1
10528,10528,1120034.253,1385276.0480000002,1110920.874,1389757.014,1145,8585.629921,108731,Primary Frac,1115261.471,1387813.451,1110921.975,1389756.9530000002
10529,10529,1115428.866,1383623.198,1111927.856,1385681.2859999998,1145,7904.527559,105514,Primary Frac,1111599.887,1384849.561,1108338.93,1386269.971
10530,10530,1036593.585,1542036.728,1029456.835,1545292.792,1166,8913.385827,116968,Primary Frac,1032669.874,1543813.175,1029457.264,1545293.407
10531,10531,1009331.582,1493387.7030000002,1016546.513,1490183.674,1053,7679.133858,113395,Primary Frac,1013241.941,1491787.225,1016548.843,1490182.5669999998
10532,10532,1034676.9,1537402.275,1028023.919,1540377.569,1166,6853.346457,108257,Primary Frac,1031026.187,1539070.656,1028025.593,1540377.149
10533,10533,1120396.919,1475152.3909999998,1115874.315,1477208.532,1018,9137.795276,116775,Primary Frac,1117756.784,1476380.041,1115872.751,1477209.322
10534,10534,1120959.517,1476407.319,1116395.506,1478435.938,1018,9122.047244,112158,Primary Frac,1118337.466,1477586.803,1116394.472,1478435.895
10535,10535,1097144.154,1487235.469,1101636.046,1485019.169,1018,9193.897638,114337,Primary Frac,1099764.133,1485950.225,1101636.457,1485019.976
10536,10536,1088772.908,1482314.009,1084125.102,1484480.562,1018,9240.15748,114572,Primary Frac,1086051.837,1483609.825,1084125.325,1484483.294
10537,10537,1009750.699,1493557.719,1002471.574,1496685.019,1053,7701.771654000001,109844,Primary Frac,1005779.432,1495170.966,1002474.469,1496685.123
10538,10538,1009319.245,1508937.396,1002659.693,1511971.303,1091,7825.787402,106425,Primary Frac,1005657.846,1510619.1609999998,1002658.858,1511971.855
10539,10539,1118322.742,1470502.343,1113862.804,1472626.023,1018,9108.267717,112573,Primary Frac,1115736.156,1471675.1619999998,1113863.277,1472624.958
10540,10540,1009849.809,1510063.237,1003159.107,1513042.63,1091,7540.354331,117561,Primary Frac,1006170.308,1511692.6509999998,1003158.386,1513040.015
10541,10541,1009587.084,1509504.625,1002899.927,1512461.23,1091,7829.724409,110519,Primary Frac,1005958.928,1511113.741,1002901.594,1512461.3080000002
10542,10542,1105387.305,1480788.065,1100958.223,1482961.78,1018,9270.669291,109702,Primary Frac,1102787.35,1482047.5469999998,1100960.037,1482958.936
10543,10543,1009545.736,1494099.483,1016827.822,1490811.625,1053,8574.80315,102417,Primary Frac,1013472.896,1492343.9740000002,1016826.441,1490810.971
10544,10544,1028693.437,1516004.5680000002,1037831.688,1511847.635,1053,9212.598425,107021,Primary Frac,1033648.424,1513757.718,1037831.48,1511849.981
10545,10545,1028701.121,1516028.505,1037815.808,1511818.77,1053,7228.346457,107021,Primary Frac,1033702.501,1513738.6,1037814.04,1511819.7869999998
10546,10546,1098097.422,1482701.534,1090815.239,1486124.147,1018,9248.031496,105256,Primary Frac,1093989.578,1484565.335,1090815.835,1486122.502
10547,10547,1009534.48,1494076.126,1016832.45,1490795.093,1053,7957.677165000001,102417,Primary Frac,1013471.916,1492361.936,1016829.902,1490792.814
10548,10548,1009523.733,1494055.8380000002,1016815.507,1490826.282,1053,7724.409449,102417,Primary Frac,1013512.707,1492327.91,1016814.858,1490826.1719999998
10549,10549,1122355.394,1478592.342,1127001.861,1476616.065,1018,9146.653543,116606,Primary Frac,1125026.078,1477436.5480000002,1126999.765,1476615.289
10550,10550,1103268.496,1475982.889,1096655.231,1478839.696,1018,9346.456693,105260,Primary Frac,1099589.894,1477555.796,1096657.118,1478841.314
10551,10551,1096303.795,1459514.705,1100895.753,1457383.341,1018,10032.48031,100936,Primary Frac,1098931.09,1458062.206,1100895.827,1457384.751
10552,10552,1122867.933,1479811.5,1127482.656,1477755.475,1018,9174.212598,103082,Primary Frac,1125565.258,1478660.744,1127483.045,1477756.094
10553,10553,1003761.525,1486646.259,1010552.06,1483548.752,1053,7750.0,105439,Primary Frac,1007543.874,1484938.86,1010553.144,1483548.564
10554,10554,1003750.274,1486622.896,1008812.666,1484288.2,1053,8238.188976000001,105439,Primary Frac,1006622.438,1485328.299,1008812.875,1484288.928
10555,10555,1003739.022,1486599.533,1010553.103,1483532.814,1053,8606.299213,105439,Primary Frac,1007520.137,1484904.114,1010552.358,1483531.687
10556,10556,1012514.915,1500290.9819999998,1019441.135,1497105.074,1091,7635.826771999999,103631,Primary Frac,1016269.502,1498579.775,1019441.961,1497103.409
10557,10557,1014703.225,1505129.745,1007820.848,1508244.005,1091,7847.440945,108726,Primary Frac,1010904.621,1506902.487,1007820.201,1508243.2869999998
10558,10558,1009550.209,1510832.2659999998,1016146.318,1507793.55,1091,7539.370079,111145,Primary Frac,1013090.174,1509210.3930000002,1016147.227,1507794.665
